timestamp,service,env,latency_ms,cpu_utilization,status,anomaly_iforest,anomaly_zscore_latency,anomaly_zscore_cpu,combined_anomaly,severity,hour
2025-09-05 04:00:00,EC2,prod,15.29,0.194,ERROR,1,0,0,1,1.535,4
2025-08-28 02:45:00,EC2,prod,40.25,0.278,ERROR,1,0,0,1,1.527,2
2025-09-16 01:15:00,LAMBDA,prod,11.59,0.243,ERROR,1,0,0,1,1.526,1
2025-09-28 00:30:00,RDS,prod,38.58,0.638,ERROR,1,0,0,1,1.51,0
2025-09-28 11:15:00,LAMBDA,prod,14.1,0.683,ERROR,1,0,0,1,1.506,11
2025-08-28 04:15:00,EC2,prod,29.24,0.144,WARN,1,0,0,1,1.505,4
2025-10-06 08:45:00,RDS,prod,46.87,0.532,ERROR,1,0,0,1,1.505,8
2025-09-15 01:30:00,RDS,prod,39.87,0.62,WARN,1,0,0,1,1.503,1
2025-10-05 23:00:00,RDS,prod,45.22,0.348,OK,1,0,0,1,1.498,23
2025-08-28 08:45:00,EC2,prod,29.31,0.752,ERROR,1,0,0,1,1.496,8
2025-09-27 13:45:00,LAMBDA,prod,13.37,0.671,ERROR,1,0,0,1,1.495,13
2025-09-25 13:00:00,LAMBDA,prod,9.91,0.272,ERROR,1,0,0,1,1.494,13
2025-10-08 04:15:00,LAMBDA,prod,10.32,0.631,ERROR,1,0,0,1,1.489,4
2025-08-30 11:45:00,EC2,prod,32.89,0.196,WARN,1,0,0,1,1.481,11
2025-09-01 05:15:00,RDS,prod,35.35,0.67,ERROR,1,0,0,1,1.473,5
2025-10-16 12:45:00,EC2,prod,27.89,0.136,ERROR,1,0,0,1,1.468,12
2025-09-08 02:30:00,EC2,prod,36.92,0.648,ERROR,1,0,0,1,1.464,2
2025-10-02 05:30:00,RDS,prod,48.98,0.407,ERROR,1,0,0,1,1.451,5
2025-10-12 22:00:00,RDS,prod,43.18,0.335,ERROR,1,0,0,1,1.445,22
2025-09-08 04:45:00,LAMBDA,prod,10.34,0.62,ERROR,1,0,0,1,1.442,4
2025-08-25 05:30:00,LAMBDA,prod,3.04,0.525,WARN,1,0,0,1,1.431,5
2025-09-26 01:45:00,RDS,prod,40.5,0.593,WARN,1,0,0,1,1.424,1
2025-10-10 23:45:00,RDS,prod,42.95,0.561,OK,1,0,0,1,1.42,23
2025-09-09 00:15:00,LAMBDA,prod,23.61,0.781,OK,1,0,0,1,1.414,0
2025-10-06 17:30:00,LAMBDA,prod,14.73,0.667,ERROR,1,0,0,1,1.407,17
2025-09-15 06:45:00,EC2,prod,16.08,0.216,ERROR,1,0,0,1,1.403,6
2025-10-12 21:45:00,LAMBDA,prod,15.16,0.228,ERROR,1,0,0,1,1.402,21
2025-09-09 09:45:00,LAMBDA,prod,16.45,0.684,WARN,1,0,0,1,1.388,9
2025-09-25 11:15:00,EC2,prod,44.64,0.531,ERROR,1,0,0,1,1.384,11
2025-08-31 17:00:00,LAMBDA,prod,10.58,0.291,ERROR,1,0,0,1,1.381,17
2025-09-17 04:45:00,RDS,prod,27.56,0.746,WARN,1,0,0,1,1.38,4
2025-08-26 13:15:00,LAMBDA,prod,23.08,0.134,WARN,1,0,0,1,1.376,13
2025-09-13 04:45:00,RDS,prod,35.08,0.25,ERROR,1,0,0,1,1.373,4
2025-10-01 02:30:00,RDS,prod,32.01,0.688,ERROR,1,0,0,1,1.373,2
2025-10-06 00:45:00,LAMBDA,prod,10.02,0.598,ERROR,1,0,0,1,1.368,0
2025-09-20 01:00:00,RDS,prod,41.95,0.56,ERROR,1,0,0,1,1.364,1
2025-09-09 04:00:00,EC2,prod,41.23,0.567,WARN,1,0,0,1,1.355,4
2025-09-23 05:30:00,RDS,prod,37.01,0.619,OK,1,0,0,1,1.349,5
2025-08-31 07:15:00,RDS,prod,41.01,0.333,ERROR,1,0,0,1,1.34,7
2025-09-30 02:45:00,RDS,prod,33.99,0.655,ERROR,1,0,0,1,1.34,2
2025-09-17 01:30:00,LAMBDA,prod,12.67,0.624,WARN,1,0,0,1,1.337,1
2025-09-20 07:30:00,LAMBDA,prod,7.78,0.562,WARN,1,0,0,1,1.337,7
2025-09-26 10:30:00,RDS,prod,34.67,0.255,ERROR,1,0,0,1,1.331,10
2025-10-16 15:15:00,LAMBDA,prod,11.43,0.293,WARN,1,0,0,1,1.328,15
2025-08-25 00:00:00,LAMBDA,prod,3.72,0.506,OK,1,0,0,1,1.318,0
2025-09-27 15:15:00,LAMBDA,prod,2.7,0.406,WARN,1,0,0,1,1.318,15
2025-10-14 00:45:00,LAMBDA,prod,13.53,0.269,WARN,1,0,0,1,1.318,0
2025-09-14 13:45:00,RDS,prod,33.39,0.243,WARN,1,0,0,1,1.314,13
2025-09-04 07:00:00,EC2,prod,35.13,0.266,WARN,1,0,0,1,1.31,7
2025-10-11 12:15:00,RDS,prod,37.39,0.604,WARN,1,0,0,1,1.307,12
2025-10-12 05:45:00,LAMBDA,prod,12.74,0.282,ERROR,1,0,0,1,1.305,5
2025-09-07 20:15:00,EC2,prod,29.54,0.702,ERROR,1,0,0,1,1.302,20
2025-09-06 06:45:00,EC2,prod,34.8,0.265,ERROR,1,0,0,1,1.297,6
2025-09-26 11:45:00,RDS,prod,34.7,0.635,ERROR,1,0,0,1,1.295,11
2025-09-29 14:00:00,RDS,prod,41.94,0.543,ERROR,1,0,0,1,1.293,14
2025-09-20 08:45:00,RDS,prod,43.0,0.528,WARN,1,0,0,1,1.287,8
2025-09-15 05:00:00,LAMBDA,prod,5.74,0.523,WARN,1,0,0,1,1.282,5
2025-09-27 08:45:00,RDS,prod,41.56,0.354,ERROR,1,0,0,1,1.282,8
2025-10-05 06:00:00,RDS,prod,37.06,0.602,ERROR,1,0,0,1,1.282,6
2025-09-14 09:00:00,RDS,prod,44.68,0.504,ERROR,1,0,0,1,1.275,9
2025-09-15 22:30:00,EC2,prod,12.29,0.295,ERROR,1,0,0,1,1.275,22
2025-10-02 03:45:00,EC2,prod,25.23,0.75,ERROR,1,0,0,1,1.275,3
2025-09-09 00:15:00,EC2,prod,38.45,0.582,ERROR,1,0,0,1,1.272,0
2025-09-15 05:00:00,EC2,prod,27.05,0.726,WARN,1,0,0,1,1.271,5
2025-10-02 12:00:00,LAMBDA,prod,10.65,0.317,WARN,1,0,0,1,1.27,12
2025-09-19 05:00:00,RDS,prod,45.24,0.495,ERROR,1,0,0,1,1.267,5
2025-10-08 14:00:00,LAMBDA,prod,7.75,0.355,WARN,1,0,0,1,1.265,14
2025-09-08 17:45:00,LAMBDA,prod,23.59,0.743,ERROR,1,0,0,1,1.259,17
2025-09-12 06:00:00,LAMBDA,prod,11.89,0.306,ERROR,1,0,0,1,1.251,6
2025-09-24 01:00:00,LAMBDA,prod,10.97,0.581,ERROR,1,0,0,1,1.249,1
2025-09-26 06:15:00,LAMBDA,prod,44.07,0.504,ERROR,1,0,0,1,1.243,6
2025-10-16 08:30:00,EC2,prod,22.2,0.178,ERROR,1,0,0,1,1.241,8
2025-09-14 05:30:00,LAMBDA,prod,6.68,0.375,ERROR,1,0,0,1,1.238,5
2025-08-31 09:45:00,LAMBDA,prod,9.06,0.346,WARN,1,0,0,1,1.234,9
2025-09-19 09:45:00,EC2,prod,22.88,0.171,ERROR,1,0,0,1,1.234,9
2025-09-08 23:45:00,LAMBDA,prod,11.27,0.319,ERROR,1,0,0,1,1.23,23
2025-10-15 15:30:00,LAMBDA,prod,8.97,0.348,ERROR,1,0,0,1,1.23,15
2025-09-01 07:00:00,EC2,prod,14.41,0.281,WARN,1,0,0,1,1.223,7
2025-10-08 18:30:00,LAMBDA,prod,13.7,0.29,ERROR,1,0,0,1,1.222,18
2025-09-30 10:30:00,EC2,prod,23.12,0.728,ERROR,1,0,0,1,1.221,10
2025-10-12 17:00:00,EC2,prod,20.96,0.7,WARN,1,0,0,1,1.218,17
2025-09-01 09:45:00,LAMBDA,prod,12.05,0.587,ERROR,1,0,0,1,1.217,9
2025-10-10 13:00:00,LAMBDA,prod,12.34,0.589,ERROR,1,0,0,1,1.21,13
2025-10-01 11:15:00,EC2,prod,20.85,0.203,WARN,1,0,0,1,1.208,11
2025-09-29 08:30:00,LAMBDA,prod,7.44,0.526,ERROR,1,0,0,1,1.206,8
2025-09-27 12:30:00,LAMBDA,prod,13.15,0.598,WARN,1,0,0,1,1.205,12
2025-09-15 09:15:00,EC2,prod,29.17,0.683,ERROR,1,0,0,1,1.204,9
2025-09-03 04:45:00,RDS,prod,31.51,0.247,ERROR,1,0,0,1,1.199,4
2025-08-28 01:00:00,LAMBDA,prod,15.16,0.278,WARN,1,0,0,1,1.196,1
2025-09-25 14:30:00,LAMBDA,prod,9.85,0.554,WARN,1,0,0,1,1.196,14
2025-10-08 11:45:00,EC2,prod,23.44,0.725,ERROR,1,0,0,1,1.192,11
2025-10-08 13:30:00,LAMBDA,prod,21.38,0.699,WARN,1,0,0,1,1.192,13
2025-08-28 01:30:00,RDS,prod,28.17,0.692,ERROR,1,0,0,1,1.189,1
2025-09-22 01:15:00,EC2,prod,32.48,0.262,ERROR,1,0,0,1,1.188,1
2025-09-19 01:15:00,LAMBDA,prod,3.62,0.472,ERROR,1,0,0,1,1.183,1
2025-10-12 09:15:00,EC2,prod,39.35,0.35,ERROR,1,0,0,1,1.183,9
2025-10-07 00:45:00,LAMBDA,prod,22.92,0.716,WARN,1,0,0,1,1.182,0
2025-09-17 22:45:00,RDS,prod,41.19,0.374,WARN,1,0,0,1,1.18,22
2025-09-23 10:30:00,LAMBDA,prod,5.11,0.409,ERROR,1,0,0,1,1.18,10
2025-09-01 18:15:00,EC2,prod,41.96,0.515,ERROR,1,0,0,1,1.179,18
2025-10-09 10:00:00,RDS,prod,29.28,0.224,ERROR,1,0,0,1,1.178,10
2025-09-18 20:30:00,EC2,prod,38.21,0.562,ERROR,1,0,0,1,1.177,20
2025-09-10 04:15:00,RDS,prod,32.8,0.269,ERROR,1,0,0,1,1.176,4
2025-10-15 19:15:00,LAMBDA,prod,13.05,0.31,ERROR,1,0,0,1,1.174,19
2025-10-14 09:45:00,EC2,prod,36.64,0.581,ERROR,1,0,0,1,1.173,9
2025-08-30 22:30:00,RDS,prod,36.44,0.316,ERROR,1,0,0,1,1.172,22
2025-10-03 05:30:00,RDS,prod,10.33,0.345,ERROR,1,0,0,1,1.171,5
2025-10-04 07:00:00,RDS,prod,39.28,0.352,ERROR,1,0,0,1,1.171,7
2025-09-03 06:45:00,LAMBDA,prod,27.91,0.209,ERROR,1,0,0,1,1.168,6
2025-09-07 19:15:00,LAMBDA,prod,16.45,0.63,ERROR,1,0,0,1,1.165,19
2025-09-30 11:00:00,RDS,prod,37.95,0.338,ERROR,1,0,0,1,1.16,11
2025-08-27 10:00:00,RDS,prod,38.72,0.348,WARN,1,0,0,1,1.159,10
2025-09-11 06:30:00,RDS,prod,38.65,0.347,ERROR,1,0,0,1,1.159,6
2025-10-02 04:15:00,RDS,prod,36.85,0.325,ERROR,1,0,0,1,1.156,4
2025-10-08 20:45:00,RDS,prod,38.47,0.346,WARN,1,0,0,1,1.154,20
2025-08-31 09:30:00,EC2,prod,32.05,0.265,ERROR,1,0,0,1,1.153,9
2025-08-31 07:00:00,EC2,prod,24.65,0.174,WARN,1,0,0,1,1.142,7
2025-09-29 07:45:00,LAMBDA,prod,6.58,0.499,WARN,1,0,0,1,1.14,7
2025-09-25 12:00:00,EC2,prod,31.55,0.637,WARN,1,0,0,1,1.139,12
2025-10-16 23:00:00,EC2,prod,35.19,0.31,ERROR,1,0,0,1,1.131,23
2025-08-27 15:15:00,LAMBDA,prod,6.78,0.499,ERROR,1,0,0,1,1.129,15
2025-09-28 09:00:00,EC2,prod,28.55,0.227,ERROR,1,0,0,1,1.127,9
2025-10-15 21:00:00,EC2,prod,41.64,0.393,WARN,1,0,0,1,1.126,21
